user_id,item_id,rating
378,1037,2.0
207,255,3.0
552,977,3.0
885,1061,2.0
590,1061,2.0
526,123,3.0
828,331,4.0
648,323,5.0
425,347,4.0
152,69,5.0
523,432,5.0
236,195,2.0
277,276,4.0
268,574,2.0
95,552,1.0
545,222,4.0
751,436,4.0
536,489,4.0
117,179,5.0
232,474,5.0
343,8,5.0
910,23,4.0
115,124,5.0
465,12,4.0
631,307,4.0
385,56,5.0
735,628,3.0
18,489,4.0
54,741,5.0
561,461,3.0
805,501,5.0
213,164,5.0
308,494,5.0
768,628,3.0
551,241,4.0
92,88,3.0
758,634,5.0
639,1121,2.0
585,275,4.0
779,195,5.0
435,80,2.0
13,323,3.0
683,328,2.0
536,472,3.0
62,473,4.0
902,268,1.0
49,173,3.0
450,685,4.0
181,1242,1.0
334,328,3.0
29,182,4.0
719,77,3.0
151,203,3.0
59,519,4.0
409,288,1.0
371,127,4.0
281,288,4.0
472,323,4.0
837,284,1.0
592,250,4.0
716,521,3.0
846,525,4.0
849,625,5.0
883,90,3.0
796,88,5.0
345,323,3.0
899,200,4.0
216,693,3.0
930,151,2.0
520,871,1.0
102,248,3.0
536,96,4.0
13,526,3.0
1,169,5.0
886,159,2.0
536,432,4.0
303,952,3.0
503,303,5.0
773,386,3.0
345,131,4.0
10,289,4.0
658,952,2.0
174,13,3.0
298,625,4.0
896,118,2.0
847,238,2.0
361,12,4.0
648,205,3.0
13,488,3.0
374,204,4.0
405,542,1.0
342,169,5.0
753,328,3.0
343,197,4.0
940,66,4.0
43,315,4.0
726,845,3.0
331,286,4.0
342,818,4.0
435,313,5.0
720,269,3.0
864,373,2.0
782,515,3.0
727,29,3.0
504,90,3.0
97,484,3.0
615,216,4.0
256,64,5.0
550,252,1.0
821,993,4.0
796,1285,4.0
795,182,4.0
927,168,4.0
238,300,4.0
892,183,5.0
707,606,4.0
253,751,3.0
655,172,4.0
573,507,5.0
176,876,3.0
880,217,4.0
197,770,3.0
493,134,3.0
832,307,4.0
94,1225,3.0
773,52,3.0
443,258,5.0
92,2,3.0
338,215,3.0
451,305,3.0
823,625,4.0
233,521,5.0
200,559,4.0
524,1154,1.0
846,616,3.0
838,732,4.0
622,233,4.0
693,88,3.0
38,1014,5.0
224,135,1.0
712,946,4.0
308,712,4.0
6,32,4.0
338,269,4.0
186,1033,3.0
749,139,4.0
747,47,5.0
197,127,5.0
454,836,2.0
279,998,5.0
526,283,3.0
202,204,3.0
271,210,4.0
256,11,5.0
840,611,4.0
398,211,4.0
577,728,3.0
347,215,4.0
795,436,3.0
880,68,5.0
632,22,4.0
11,107,4.0
707,483,5.0
503,44,5.0
653,132,3.0
794,473,4.0
805,240,3.0
82,283,2.0
109,790,2.0
932,490,4.0
94,226,2.0
178,423,4.0
864,238,5.0
798,1119,3.0
327,1129,2.0
610,477,2.0
354,255,2.0
80,582,3.0
438,245,5.0
56,432,5.0
510,289,2.0
388,310,5.0
409,343,3.0
89,7,5.0
334,56,4.0
271,845,1.0
655,1532,2.0
457,229,4.0
465,48,3.0
942,678,3.0
15,696,2.0
276,238,5.0
823,692,4.0
717,262,4.0
199,408,5.0
592,92,5.0
45,476,3.0
850,69,5.0
484,144,4.0
440,258,4.0
629,187,5.0
925,563,2.0
7,547,3.0
216,673,4.0
593,775,3.0
139,150,4.0
497,325,2.0
527,124,4.0
702,380,4.0
203,181,5.0
387,91,4.0
429,673,3.0
454,631,2.0
600,227,4.0
782,351,3.0
467,264,2.0
224,620,3.0
437,5,2.0
532,7,5.0
230,1192,4.0
453,628,3.0
94,1101,3.0
606,1190,3.0
62,117,4.0
715,42,5.0
474,136,4.0
722,25,4.0
210,58,4.0
730,685,2.0
918,213,5.0
10,321,4.0
339,1404,5.0
771,768,4.0
236,196,1.0
719,255,2.0
422,859,3.0
894,248,4.0
554,318,5.0
504,68,5.0
483,510,3.0
561,144,3.0
435,413,2.0
601,8,3.0
473,257,4.0
130,210,5.0
272,205,5.0
13,907,1.0
592,336,1.0
393,591,5.0
459,411,2.0
412,526,4.0
862,748,4.0
58,1063,1.0
642,596,5.0
699,275,3.0
769,237,3.0
883,342,4.0
13,327,3.0
217,210,4.0
942,1050,5.0
601,259,1.0
479,122,1.0
270,121,4.0
82,135,3.0
660,229,2.0
710,656,5.0
406,26,3.0
591,116,4.0
643,194,4.0
833,483,4.0
577,662,4.0
409,1379,3.0
276,547,4.0
13,445,4.0
859,151,2.0
939,508,5.0
291,780,5.0
766,192,4.0
603,419,2.0
660,391,2.0
450,430,4.0
880,1119,3.0
104,324,1.0
754,243,1.0
593,609,3.0
159,364,1.0
506,746,5.0
889,562,3.0
223,369,1.0
183,181,2.0
158,22,5.0
815,117,3.0
784,323,4.0
30,315,4.0
787,326,4.0
627,11,4.0
118,22,5.0
344,291,3.0
579,98,4.0
707,505,4.0
875,71,2.0
72,1110,3.0
892,151,4.0
709,470,3.0
902,95,4.0
478,300,3.0
537,495,2.0
224,178,4.0
271,405,2.0
457,86,3.0
537,187,4.0
857,321,4.0
328,614,4.0
87,120,2.0
104,117,2.0
555,169,5.0
115,471,2.0
208,781,3.0
215,451,3.0
464,358,3.0
776,474,5.0
293,1044,2.0
21,878,2.0
886,180,5.0
802,879,5.0
64,300,3.0
92,69,5.0
312,474,5.0
773,204,3.0
454,367,4.0
343,25,2.0
239,194,5.0
293,809,2.0
406,745,4.0
313,559,3.0
151,638,5.0
345,220,3.0
394,24,5.0
456,222,2.0
45,845,4.0
672,301,4.0
313,578,3.0
870,514,5.0
280,68,3.0
214,248,4.0
899,1101,5.0
804,238,4.0
804,513,5.0
255,879,3.0
177,173,4.0
208,56,2.0
72,461,3.0
657,475,4.0
244,156,4.0
30,50,3.0
936,340,4.0
898,243,1.0
479,79,4.0
758,311,4.0
766,378,4.0
327,175,2.0
318,659,4.0
101,840,3.0
654,1283,1.0
450,686,4.0
551,54,3.0
823,659,4.0
864,44,4.0
184,476,2.0
262,367,4.0
854,799,3.0
683,315,4.0
773,522,4.0
417,1230,2.0
694,357,5.0
500,49,4.0
483,1,4.0
864,742,4.0
201,181,2.0
454,135,2.0
452,132,2.0
527,1333,3.0
330,470,5.0
16,944,1.0
104,7,3.0
435,584,3.0
221,173,4.0
144,466,2.0
436,168,3.0
697,333,3.0
545,17,3.0
652,288,2.0
709,230,2.0
458,284,4.0
514,405,2.0
307,82,4.0
606,441,4.0
925,245,3.0
791,748,3.0
456,739,3.0
343,177,4.0
279,190,3.0
880,280,2.0
592,931,1.0
215,636,2.0
655,914,3.0
608,11,5.0
867,69,2.0
54,276,5.0
640,827,3.0
154,640,5.0
664,57,4.0
281,332,4.0
206,903,2.0
235,923,4.0
84,546,3.0
241,332,3.0
301,123,4.0
716,503,3.0
642,871,3.0
833,715,2.0
234,52,4.0
276,192,5.0
414,264,3.0
234,646,3.0
760,204,4.0
323,199,4.0
592,847,5.0
918,709,4.0
900,325,1.0
896,452,3.0
537,471,3.0
813,300,4.0
577,472,4.0
691,170,5.0
98,655,3.0
368,670,3.0
731,213,5.0
558,283,3.0
409,749,3.0
763,144,3.0
1,251,4.0
8,260,3.0
407,117,3.0
10,708,4.0
940,213,4.0
896,1119,3.0
629,1038,3.0
373,727,4.0
472,367,5.0
254,419,4.0
89,86,5.0
652,538,4.0
886,685,2.0
215,272,3.0
6,302,4.0
291,365,3.0
679,423,3.0
308,481,4.0
369,751,4.0
382,127,3.0
903,87,4.0
493,151,3.0
307,56,4.0
246,1044,1.0
343,50,5.0
393,843,3.0
10,703,5.0
399,813,3.0
399,58,3.0
161,98,4.0
621,300,3.0
18,185,3.0
843,385,3.0
420,603,4.0
6,504,3.0
347,79,5.0
943,1067,2.0
568,199,3.0
846,1044,4.0
407,211,4.0
691,79,5.0
540,471,4.0
896,260,2.0
49,698,2.0
497,28,3.0
222,168,4.0
85,86,4.0
332,450,5.0
752,995,4.0
284,306,4.0
217,810,3.0
883,796,3.0
429,531,5.0
774,197,1.0
655,1628,2.0
840,479,4.0
703,864,2.0
484,720,4.0
887,597,5.0
864,102,4.0
272,22,5.0
417,827,2.0
759,471,4.0
532,307,4.0
782,322,4.0
493,95,5.0
454,259,4.0
932,64,2.0
16,168,4.0
122,582,5.0
276,1129,4.0
780,604,3.0
749,833,2.0
293,14,3.0
181,1095,1.0
805,5,4.0
435,890,1.0
59,53,5.0
896,436,3.0
243,367,3.0
577,443,4.0
396,974,4.0
87,1190,4.0
6,485,5.0
193,82,2.0
192,948,3.0
454,984,3.0
506,654,4.0
627,655,4.0
889,338,1.0
234,705,5.0
373,165,5.0
343,260,1.0
527,588,4.0
642,993,4.0
606,258,4.0
5,382,5.0
474,1045,4.0
611,1243,3.0
602,117,5.0
405,414,1.0
497,569,2.0
712,71,5.0
409,659,5.0
504,292,5.0
106,64,4.0
224,1152,3.0
303,773,4.0
600,29,2.0
271,265,5.0
655,939,3.0
11,707,5.0
234,178,5.0
102,672,1.0
581,1375,5.0
308,506,4.0
130,56,5.0
591,511,3.0
49,151,5.0
500,25,3.0
453,1303,2.0
537,525,3.0
450,832,2.0
55,257,3.0
393,1001,4.0
130,974,4.0
424,258,2.0
593,40,1.0
158,410,3.0
645,430,5.0
406,199,5.0
131,1281,4.0
889,1097,3.0
17,276,4.0
804,552,4.0
655,974,2.0
167,241,5.0
539,22,3.0
472,214,4.0
724,351,1.0
936,825,4.0
366,217,5.0
116,288,3.0
50,123,4.0
503,692,3.0
235,82,2.0
907,828,5.0
66,508,4.0
592,522,5.0
299,194,3.0
887,284,4.0
790,1165,2.0
606,257,5.0
133,258,5.0
64,273,2.0
555,328,4.0
299,856,3.0
233,1194,5.0
655,86,4.0
380,61,4.0
113,319,2.0
709,38,3.0
835,633,5.0
506,762,3.0
296,357,5.0
345,1014,3.0
782,1089,2.0
778,157,3.0
561,153,3.0
585,855,3.0
399,568,2.0
18,111,3.0
252,100,5.0
215,483,4.0
130,66,5.0
387,919,5.0
40,880,3.0
880,110,3.0
650,1118,3.0
758,39,2.0
761,1157,5.0
601,1135,2.0
884,713,3.0
28,665,3.0
422,293,3.0
833,1143,4.0
332,931,2.0
880,1185,1.0
763,28,3.0
87,97,5.0
766,550,3.0
437,166,4.0
523,189,5.0
230,237,5.0
224,676,3.0
232,268,4.0
843,657,3.0
541,941,4.0
545,164,4.0
407,193,3.0
655,1024,3.0
917,246,4.0
497,802,2.0
246,204,3.0
776,509,5.0
533,284,1.0
551,827,5.0
370,302,5.0
643,32,4.0
554,67,3.0
148,529,5.0
416,15,4.0
870,10,4.0
451,360,3.0
455,321,2.0
500,8,4.0
1,115,5.0
445,628,1.0
395,118,3.0
257,285,5.0
21,859,2.0
561,81,2.0
363,196,4.0
458,287,4.0
907,312,5.0
343,943,4.0
416,124,4.0
337,257,3.0
334,1426,4.0
268,717,1.0
200,193,4.0
295,435,5.0
620,95,4.0
201,1131,5.0
13,661,5.0
382,756,3.0
592,833,4.0
130,305,4.0
269,1020,4.0
354,258,4.0
262,509,3.0
828,895,2.0
617,132,1.0
315,8,3.0
851,9,4.0
303,809,2.0
615,197,4.0
348,412,2.0
239,91,4.0
500,216,4.0
815,265,5.0
21,769,1.0
764,9,4.0
846,1530,2.0
378,458,4.0
653,802,2.0
435,587,3.0
52,19,5.0
234,206,4.0
897,288,5.0
605,187,5.0
198,168,4.0
697,287,4.0
840,23,5.0
688,332,5.0
61,748,2.0
887,946,4.0
56,87,4.0
342,160,3.0
94,809,2.0
380,1039,3.0
733,1380,2.0
262,625,3.0
576,257,4.0
780,385,4.0
361,524,4.0
655,531,4.0
500,202,4.0
429,921,2.0
63,676,3.0
496,97,1.0
387,531,3.0
684,924,2.0
13,268,4.0
380,238,3.0
489,333,4.0
224,157,4.0
582,988,1.0
293,1226,3.0
741,265,5.0
416,140,4.0
660,315,4.0
577,12,4.0
263,378,5.0
897,136,5.0
358,855,3.0
880,719,3.0
256,202,3.0
828,510,3.0
243,435,4.0
308,161,3.0
764,527,4.0
188,121,4.0
181,277,1.0
330,136,5.0
561,607,5.0
601,65,4.0
705,148,5.0
706,100,1.0
380,357,4.0
397,435,4.0
188,7,5.0
942,969,4.0
864,684,4.0
500,45,4.0
60,210,4.0
94,583,3.0
495,568,1.0
95,176,3.0
405,1069,1.0
370,661,5.0
18,198,3.0
325,127,5.0
62,164,5.0
91,357,5.0
712,419,3.0
339,186,4.0
237,423,4.0
806,879,3.0
756,30,4.0
637,1244,1.0
158,216,3.0
545,379,4.0
97,603,4.0
300,1012,4.0
617,559,1.0
178,319,1.0
50,288,4.0
194,73,3.0
164,276,3.0
829,20,3.0
828,213,2.0
452,419,4.0
486,689,2.0
788,318,5.0
472,746,5.0
18,143,4.0
59,516,4.0
390,475,1.0
17,508,3.0
348,742,4.0
916,530,4.0
716,118,2.0
679,249,3.0
320,89,4.0
389,155,2.0
827,333,3.0
648,103,1.0
256,765,4.0
484,125,4.0
846,182,5.0
399,172,3.0
774,526,4.0
449,285,5.0
918,433,2.0
377,56,4.0
64,463,4.0
62,1073,4.0
211,263,3.0
559,294,1.0
454,164,3.0
854,132,5.0
612,476,3.0
714,471,4.0
650,451,2.0
532,796,5.0
468,435,4.0
463,508,4.0
387,380,2.0
588,419,5.0
158,38,4.0
712,724,3.0
256,642,4.0
195,59,3.0
500,411,2.0
601,109,4.0
642,369,2.0
298,507,4.0
708,126,4.0
194,356,2.0
343,13,5.0
471,477,5.0
794,150,4.0
122,519,4.0
393,820,3.0
622,855,3.0
174,433,5.0
95,720,2.0
648,185,5.0
213,48,5.0
655,739,4.0
749,531,5.0
337,151,5.0
293,251,4.0
596,313,5.0
893,264,3.0
312,28,4.0
380,182,3.0
288,268,4.0
184,51,4.0
177,56,5.0
932,211,5.0
790,1016,2.0
474,291,4.0
418,288,5.0
862,820,4.0
683,62,4.0
144,405,4.0
301,233,4.0
207,428,4.0
790,226,3.0
304,298,5.0
335,307,5.0
782,885,3.0
655,481,2.0
87,709,3.0
916,369,2.0
481,211,5.0
406,813,4.0
272,12,5.0
10,474,4.0
267,1035,4.0
455,300,4.0
660,328,3.0
846,569,3.0
523,516,5.0
48,289,1.0
630,258,3.0
374,281,3.0
135,38,3.0
206,314,1.0
5,2,3.0
833,614,2.0
524,670,4.0
298,511,4.0
659,157,4.0
642,407,5.0
880,246,5.0
200,748,3.0
7,183,4.0
521,265,3.0
132,137,4.0
558,124,4.0
666,515,5.0
778,94,2.0
896,461,3.0
608,549,4.0
655,578,2.0
130,150,5.0
201,164,3.0
815,204,4.0
798,138,3.0
145,173,5.0
838,298,3.0
200,449,5.0
459,174,4.0
234,157,2.0
894,249,3.0
881,576,3.0
108,471,2.0
579,582,4.0
935,282,4.0
551,917,3.0
62,1107,1.0
109,849,2.0
159,111,4.0
490,764,1.0
639,202,2.0
109,949,3.0
730,248,3.0
450,756,3.0
139,458,4.0
850,566,5.0
370,497,3.0
474,1134,3.0
670,135,3.0
308,294,3.0
393,89,3.0
43,66,4.0
798,709,5.0
533,193,4.0
330,172,5.0
75,294,3.0
416,179,2.0
244,173,4.0
30,257,4.0
664,531,2.0
303,221,5.0
933,153,3.0
391,498,4.0
330,419,5.0
351,300,5.0
425,22,3.0
113,222,3.0
569,237,4.0
645,216,4.0
796,94,3.0
210,435,4.0
766,474,5.0
92,980,3.0
429,249,4.0
36,882,5.0
28,28,4.0
334,937,3.0
286,781,4.0
866,300,1.0
46,1024,5.0
207,410,3.0
846,47,5.0
653,1620,2.0
174,1313,4.0
543,22,3.0
187,23,4.0
758,58,4.0
527,193,3.0
592,55,4.0
924,7,4.0
707,194,4.0
200,560,4.0
87,410,4.0
82,222,3.0
537,657,3.0
203,744,2.0
130,195,5.0
255,452,3.0
472,581,4.0
632,215,4.0
59,510,4.0
759,748,4.0
498,772,1.0
99,367,4.0
497,87,3.0
104,301,2.0
776,510,5.0
655,676,2.0
312,204,4.0
368,551,4.0
664,227,3.0
805,181,3.0
450,77,4.0
253,89,4.0
745,923,3.0
401,651,4.0
454,385,3.0
130,122,3.0
379,175,5.0
308,449,3.0
499,207,5.0
268,1157,1.0
897,71,5.0
269,200,4.0
109,388,5.0
916,280,2.0
661,219,2.0
489,299,2.0
270,421,5.0
716,97,4.0
517,761,5.0
843,636,4.0
537,975,3.0
727,1244,3.0
896,79,5.0
633,317,3.0
676,344,5.0
807,82,4.0
450,66,4.0
279,862,5.0
451,325,3.0
233,523,4.0
468,121,4.0
798,174,4.0
230,515,5.0
13,554,2.0
272,200,5.0
484,431,4.0
923,1012,5.0
943,625,3.0
271,425,2.0
399,372,3.0
151,393,2.0
275,135,3.0
648,290,3.0
904,300,4.0
807,211,4.0
463,319,1.0
918,165,4.0
854,762,2.0
342,28,2.0
37,665,3.0
405,623,1.0
932,165,4.0
771,251,5.0
326,675,4.0
266,924,2.0
629,307,5.0
417,684,3.0
807,415,3.0
748,258,5.0
805,387,3.0
504,454,5.0
901,252,3.0
505,133,5.0
475,259,5.0
862,7,5.0
666,1110,3.0
554,732,4.0
863,1679,3.0
580,348,3.0
354,494,4.0
532,252,4.0
110,1249,3.0
470,305,4.0
305,289,4.0
659,607,5.0
707,1381,3.0
130,453,3.0
59,570,4.0
622,222,5.0
253,273,3.0
299,213,5.0
774,172,3.0
657,9,4.0
486,766,4.0
697,9,4.0
378,417,3.0
327,874,3.0
92,5,4.0
940,137,3.0
495,29,2.0
882,186,5.0
376,707,4.0
435,411,3.0
38,401,3.0
288,178,5.0
514,229,3.0
527,56,4.0
327,1141,3.0
257,165,4.0
450,185,5.0
505,177,3.0
804,1076,3.0
618,87,3.0
198,101,5.0
844,22,4.0
401,385,3.0
371,194,3.0
567,7,4.0
795,746,3.0
503,509,5.0
423,286,4.0
511,288,4.0
798,949,3.0
458,275,5.0
830,399,5.0
870,658,4.0
796,576,3.0
690,794,3.0
130,554,4.0
407,99,4.0
811,321,3.0
693,942,2.0
457,366,4.0
338,197,5.0
253,699,4.0
772,328,5.0
500,328,3.0
95,716,3.0
342,137,2.0
24,421,5.0
597,295,3.0
339,200,5.0
586,436,2.0
125,111,3.0
655,170,3.0
297,181,4.0
15,118,1.0
42,380,4.0
449,1194,4.0
799,748,2.0
15,249,1.0
121,9,5.0
493,647,4.0
436,216,4.0
449,748,2.0
198,405,2.0
500,30,4.0
417,550,3.0
804,445,4.0
796,227,4.0
315,651,3.0
73,269,4.0
94,170,5.0
731,521,1.0
405,421,1.0
393,939,4.0
932,1184,3.0
788,286,5.0
548,1011,2.0
846,693,5.0
459,322,4.0
276,200,5.0
363,429,5.0
17,269,4.0
57,121,4.0
637,831,1.0
500,172,2.0
463,1012,2.0
321,283,3.0
711,58,4.0
58,1019,4.0
178,607,3.0
747,135,5.0
210,732,4.0
268,780,3.0
707,792,4.0
233,511,5.0
276,501,4.0
932,566,4.0
246,413,4.0
495,419,1.0
290,199,3.0
653,222,3.0
821,125,4.0
28,449,2.0
666,435,4.0
43,328,4.0
379,1,4.0
334,484,5.0
693,582,2.0
772,304,4.0
790,470,4.0
239,923,5.0
201,325,5.0
455,161,4.0
901,121,4.0
643,173,4.0
537,93,3.0
450,584,5.0
897,294,3.0
593,255,5.0
579,179,3.0
59,183,5.0
291,1478,2.0
870,193,5.0
943,230,1.0
447,866,2.0
929,480,3.0
189,486,5.0
551,172,2.0
535,357,2.0
737,222,3.0
425,89,4.0
882,96,4.0
629,132,5.0
537,323,1.0
385,498,3.0
174,709,4.0
804,674,4.0
60,199,5.0
424,50,3.0
21,696,2.0
751,709,4.0
215,552,3.0
798,125,3.0
409,995,4.0
801,682,5.0
339,167,4.0
846,80,4.0
57,100,5.0
886,231,2.0
642,998,3.0
311,729,4.0
553,527,3.0
804,151,3.0
392,174,5.0
643,679,3.0
222,323,3.0
920,311,3.0
629,684,5.0
263,202,4.0
346,92,4.0
886,172,5.0
311,519,3.0
781,127,5.0
721,880,3.0
330,8,5.0
496,173,5.0
553,525,4.0
532,559,5.0
392,50,5.0
417,1014,4.0
827,294,4.0
472,423,5.0
606,1,5.0
871,213,3.0
357,280,5.0
279,541,3.0
450,181,4.0
674,1197,3.0
887,143,5.0
811,678,5.0
82,97,4.0
927,412,1.0
749,1185,4.0
295,941,4.0
398,494,3.0
290,393,3.0
293,638,4.0
674,866,5.0
499,497,2.0
454,131,3.0
923,591,5.0
843,581,3.0
919,815,2.0
592,685,2.0
7,101,5.0
798,380,3.0
456,461,4.0
433,340,3.0
468,118,3.0
16,79,5.0
533,403,3.0
268,472,1.0
201,654,3.0
922,290,4.0
733,276,5.0
847,157,1.0
899,117,4.0
393,652,3.0
486,333,2.0
407,859,3.0
680,100,3.0
207,1333,3.0
535,137,4.0
299,1021,3.0
64,8,4.0
463,1197,4.0
886,518,4.0
433,690,2.0
806,156,4.0
90,707,5.0
604,5,2.0
481,435,5.0
327,121,2.0
527,1149,4.0
436,47,4.0
141,985,4.0
802,330,2.0
655,723,3.0
399,380,3.0
1,242,5.0
605,127,5.0
805,642,4.0
561,614,3.0
312,89,5.0
293,1161,2.0
103,117,4.0
299,319,3.0
54,257,4.0
881,185,5.0
90,964,5.0
537,971,4.0
588,842,3.0
373,1228,2.0
38,780,4.0
334,153,4.0
815,216,3.0
43,411,3.0
320,456,3.0
472,2,5.0
78,237,5.0
901,321,1.0
207,845,3.0
795,928,1.0
175,660,3.0
431,332,3.0
541,378,5.0
448,268,3.0
276,1157,2.0
354,171,4.0
620,123,3.0
840,91,5.0
360,50,4.0
738,197,4.0
453,80,2.0
407,447,3.0
731,183,1.0
805,679,4.0
328,144,4.0
64,199,4.0
361,14,4.0
710,127,5.0
399,215,2.0
825,832,3.0
693,523,4.0
26,815,2.0
149,874,3.0
718,1165,3.0
860,900,3.0
297,347,3.0
788,1277,3.0
544,301,2.0
328,77,4.0
707,197,4.0
933,393,2.0
305,202,3.0
416,72,2.0
399,1042,3.0
92,62,3.0
337,371,4.0
658,235,2.0
291,998,1.0
576,204,4.0
70,482,4.0
21,258,4.0
518,919,5.0
533,1147,3.0
934,514,5.0
394,210,4.0
845,303,1.0
840,463,5.0
40,259,2.0
863,886,3.0
883,20,4.0
758,29,3.0
807,404,3.0
279,31,3.0
393,550,3.0
308,581,4.0
533,257,4.0
164,515,4.0
234,208,4.0
141,117,4.0
265,282,5.0
604,48,5.0
339,53,4.0
537,485,3.0
405,545,1.0
518,717,5.0
297,300,3.0
102,1228,1.0
474,208,3.0
871,1022,3.0
864,402,3.0
727,82,3.0
90,662,5.0
43,133,4.0
99,246,3.0
934,474,4.0
184,514,5.0
109,679,3.0
394,222,4.0
305,215,2.0
312,222,3.0
246,570,1.0
95,25,3.0
409,153,4.0
109,176,5.0
650,215,2.0
216,790,3.0
425,748,3.0
262,699,5.0
416,1168,4.0
608,131,4.0
151,124,5.0
542,318,4.0
618,763,2.0
711,265,2.0
405,436,1.0
293,531,4.0
158,373,2.0
497,568,3.0
416,930,3.0
429,433,3.0
279,428,1.0
608,98,5.0
833,24,4.0
28,195,4.0
380,196,4.0
385,254,1.0
633,237,4.0
390,845,2.0
223,411,1.0
714,121,4.0
757,222,4.0
149,300,3.0
118,474,5.0
279,1087,2.0
880,148,2.0
500,469,4.0
682,31,3.0
161,428,3.0
158,250,4.0
337,520,5.0
126,326,2.0
487,28,4.0
883,212,5.0
788,370,2.0
365,948,1.0
416,1503,4.0
456,46,3.0
230,211,5.0
861,52,5.0
503,432,5.0
487,727,3.0
65,365,3.0
545,193,3.0
650,271,3.0
298,484,4.0
504,72,4.0
615,325,2.0
299,502,4.0
830,226,5.0
320,241,4.0
214,8,4.0
503,66,3.0
95,241,3.0
699,878,3.0
550,748,4.0
256,363,3.0
457,1037,2.0
395,1028,2.0
735,275,4.0
524,855,4.0
499,530,4.0
399,543,3.0
664,92,4.0
840,1451,5.0
56,298,4.0
476,209,4.0
99,326,3.0
936,108,4.0
84,543,5.0
160,762,3.0
675,344,4.0
655,728,2.0
843,679,4.0
773,53,3.0
883,271,2.0
504,1210,3.0
795,2,3.0
806,234,4.0
497,72,3.0
701,690,4.0
188,443,4.0
7,421,3.0
934,229,4.0
771,709,5.0
790,1244,1.0
